Date,S&P 500 VIX,US Dollar Index,U.S. 10Y,Gold,Crude Oil WTI
2019-02-03,15.72,96.64,2.634,1377.8,52.72
2019-02-10,14.91,96.9,2.6639999999999997,1381.2,55.59
2019-02-17,13.51,96.51,2.654,1392.5,57.26
2019-02-24,13.57,96.53,2.759,1358.3,55.8
2019-03-03,16.05,97.31,2.63,1358.5,56.07
2019-03-10,12.88,96.59,2.591,1360.6,58.52
2019-03-17,16.48,96.65,2.437,1369.3,59.04
2019-03-24,13.71,97.28,2.407,1346.0,60.14
2019-03-31,12.82,97.39,2.499,1345.2,63.08
2019-04-07,12.01,96.97,2.562,1346.3,63.89
2019-04-14,12.09,97.38,2.56,1326.9,64.0
2019-04-21,12.73,98.01,2.5,1339.2,63.3
2019-04-28,12.87,97.52,2.53,1331.7,61.94
2019-05-05,16.04,97.33,2.4730000000000003,1337.2,61.66
2019-05-12,15.96,98.0,2.3930000000000002,1322.5,62.76
2019-05-19,15.85,97.61,2.324,1330.1,58.63
2019-05-26,18.71,97.75,2.133,1349.6,53.5
2019-06-02,16.3,96.54,2.084,1381.9,53.99
2019-06-09,15.28,97.57,2.084,1381.5,52.51
2019-06-16,15.4,96.22,2.059,1432.7,57.43
2019-06-23,15.08,96.13,2.0069999999999997,1446.8,58.47
2019-06-30,13.28,97.29,2.039,1436.6,57.51
2019-07-07,12.39,96.81,2.124,1450.9,60.21
2019-07-14,14.45,97.15,2.057,1465.5,55.63
2019-07-21,12.16,98.01,2.074,1460.4,56.2
2019-07-28,17.61,98.07,1.8430000000000002,1485.3,55.66
2019-08-04,17.97,97.49,1.745,1534.5,54.5
2019-08-11,18.47,98.14,1.5619999999999998,1549.2,54.87
2019-08-18,19.87,97.64,1.5330000000000001,1563.5,54.17
2019-08-25,18.98,98.92,1.499,1557.2,55.1
2019-09-01,15.0,98.39,1.56,1543.3,56.52
2019-09-08,13.74,98.26,1.901,1530.7,54.85
2019-09-15,15.32,98.51,1.722,1545.3,58.09
2019-09-22,17.22,99.11,1.6869999999999998,1536.1,55.91
2019-09-29,17.04,98.81,1.5290000000000001,1540.7,52.81
2019-10-06,15.58,98.3,1.734,1517.8,54.7
2019-10-13,14.25,97.28,1.754,1523.0,53.78
2019-10-20,12.65,97.83,1.8,1535.1,56.66
2019-10-27,12.3,97.24,1.714,1541.3,56.2
2019-11-03,12.07,98.35,1.945,1496.3,57.24
2019-11-10,12.05,98.0,1.8359999999999999,1499.1,57.72
2019-11-17,12.34,98.27,1.771,1494.4,57.77
2019-11-24,12.62,98.27,1.774,1496.6,55.17
2019-12-01,13.62,97.7,1.8430000000000002,1489.9,59.2
2019-12-08,12.63,97.17,1.824,1506.9,60.07
2019-12-15,12.51,97.69,1.919,1506.4,60.44
2019-12-22,13.43,96.92,1.8769999999999998,1544.4,61.72
2019-12-29,14.02,96.84,1.7930000000000001,1579.6,63.05
2020-01-05,12.56,97.36,1.82,1587.0,59.04
2020-01-12,12.1,97.64,1.825,1587.2,58.54
2020-01-19,14.56,97.85,1.686,1599.0,54.19
2020-01-26,18.84,97.39,1.505,1609.4,51.56
2020-02-02,15.47,98.68,1.5819999999999999,1595.0,50.32
2020-02-09,13.68,99.12,1.588,1606.9,52.05
2020-02-16,17.08,99.26,1.473,1669.1,53.38
2020-02-23,40.11,98.13,1.163,1583.6,44.76
2020-03-01,41.94,95.95,0.773,1683.0,41.28
2020-03-08,57.83,98.75,0.983,1524.9,31.73
2020-03-15,66.04,102.82,0.885,1495.1,22.43
2020-03-22,65.54,98.36,0.6759999999999999,1655.0,21.51
2020-03-29,46.8,100.58,0.599,1646.5,28.34
2020-04-05,41.67,99.52,0.7290000000000001,1753.6,22.76
2020-04-12,38.15,99.78,0.642,1702.7,18.27
2020-04-19,35.93,100.38,0.605,1741.7,16.94
2020-04-26,37.19,99.08,0.618,1712.0,19.78
2020-05-03,27.98,99.73,0.685,1735.2,24.74
2020-05-10,31.89,100.4,0.644,1778.7,29.43
2020-05-17,28.16,99.86,0.657,1765.6,33.25
2020-05-24,27.51,98.34,0.653,1765.7,35.49
2020-05-31,24.52,96.94,0.893,1701.9,39.55
2020-06-07,36.09,97.32,0.71,1755.2,36.26
2020-06-14,35.12,97.62,0.6940000000000001,1768.6,39.75
2020-06-21,34.73,97.43,0.64,1798.5,38.49
2020-06-28,27.68,97.17,0.669,1812.0,40.65
2020-07-05,27.29,96.65,0.643,1831.3,40.55
2020-07-12,25.68,95.94,0.623,1833.7,40.59
2020-07-19,25.84,94.43,0.5870000000000001,1925.2,41.29
2020-07-26,24.46,93.35,0.5329999999999999,1985.9,40.27
2020-08-02,22.21,93.43,0.5660000000000001,2028.0,41.22
2020-08-09,22.05,93.1,0.7090000000000001,1949.8,42.01
2020-08-16,22.54,93.25,0.636,1947.0,42.34
2020-08-23,22.96,92.37,0.7240000000000001,1974.9,42.97
2020-08-30,30.75,92.72,0.721,1934.3,39.77
2020-09-06,26.87,93.33,0.669,1947.9,37.33
2020-09-13,25.83,92.93,0.6970000000000001,1962.1,41.11
2020-09-20,26.38,94.64,0.6559999999999999,1866.3,40.25
2020-09-27,27.63,93.84,0.7040000000000001,1907.6,37.05
2020-10-04,25.0,93.06,0.779,1926.2,40.6
2020-10-11,27.41,93.68,0.7490000000000001,1906.4,40.88
2020-10-18,27.55,92.77,0.841,1905.2,39.85
2020-10-25,38.02,94.04,0.8740000000000001,1879.9,35.79
2020-11-01,24.86,92.23,0.82,1951.7,37.14
2020-11-08,23.1,92.75,0.898,1886.2,40.13
2020-11-15,23.7,92.39,0.8240000000000001,1872.4,42.15
2020-11-22,20.84,91.79,0.8420000000000001,1781.9,45.53
2020-11-29,20.79,90.7,0.973,1840.0,46.26
2020-12-06,23.31,90.98,0.8959999999999999,1843.6,46.57
2020-12-13,21.57,90.02,0.945,1888.9,49.1
2020-12-20,21.53,90.32,0.9259999999999999,1883.2,48.23
2020-12-27,22.75,89.94,0.9159999999999999,1895.1,48.52
2021-01-03,21.56,90.1,1.119,1835.4,52.24
2021-01-10,24.34,90.77,1.087,1829.9,52.36
2021-01-17,21.91,90.24,1.0859999999999999,1856.2,52.27
2021-01-24,33.09,90.58,1.071,1850.3,52.2
2021-01-31,20.87,91.04,1.169,1813.0,56.85
2021-02-07,19.97,90.48,1.21,1823.2,59.47
2021-02-14,22.05,90.36,1.34,1777.4,59.24
2021-02-21,27.95,90.88,1.4069999999999998,1728.8,61.5
2021-02-28,24.66,91.98,1.577,1698.5,66.09
2021-03-07,20.69,91.68,1.625,1719.8,65.61
2021-03-14,20.95,91.92,1.73,1741.7,61.42
2021-03-21,18.86,92.77,1.6740000000000002,1732.3,60.97
2021-03-28,17.33,93.02,1.714,1726.5,61.45
2021-04-04,16.69,92.16,1.662,1743.3,59.32
2021-04-11,16.25,91.56,1.59,1779.0,63.13
2021-04-18,17.33,90.86,1.5590000000000002,1777.0,62.14
2021-04-25,18.61,91.28,1.626,1773.2,63.58
2021-05-02,16.69,90.23,1.579,1831.95,64.9
2021-05-09,18.81,90.32,1.635,1843.85,65.37
2021-05-16,20.15,90.02,1.6230000000000002,1881.85,63.58
2021-05-23,16.76,90.03,1.581,1903.6,66.32
